all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,393185,548634,3168,2850,1872,157283


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,"Sure , maybe some will return , but I have a feeling that once many begin to get jobs and temporary housing , they may be shy about returning ."

original sentence,"The salads are limp and the rest of the food is n't any better ( ok , the nachos are not too bad ! )"
wrong word,ok 16
mutation sentence,"The salads are limp and the rest of the food is n't any better ( ok then , the nachos are not too bad ! )"

original sentence,"A restaurant with this many patrons willing to stand in line just to order tacos must be good , right ?"
wrong word,right 20
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos must be good , all right ?"



"pos from 感叹 to 介词
"


"pos from 感叹 to 副词
"
original sentence,"Anyway , have a lovely first anniversary !"
wrong word,Anyway 1
mutation sentence,"Anyway then , have a lovely first anniversary !"

original sentence,"A restaurant with this many patrons willing to stand in line just to order tacos must be good , right ?"
wrong word,right 20
mutation sentence,"A restaurant with this many patrons willing to just stand in line just to order tacos must be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to actually stand in line just to order tacos must be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to practically stand in line just to order tacos must be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to simply stand in line just to order tacos must be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to patiently stand in line just to order tacos must be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to quickly order tacos must be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos here must be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos together must be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos just must be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos must really be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos must also be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos must actually be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos must still be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos must just be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos must truly be good , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos must be pretty good , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos must be very good , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos must be good too , right ?"
mutation sentence,"A restaurant with this many patrons willing to stand in line just to order tacos must be good though , right ?"



"pos from 感叹 to 助词
"


"pos from 感叹 to 并列连词
"


"pos from 感叹 to 定冠
"


"pos from 感叹 to 感叹
"


"pos from 感叹 to 名词
"


"pos from 感叹 to 数字
"


