all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,570546,795696,6663,5883,2674,224904


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more anyway , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more today , you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , because you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , since you never know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you just never know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never really know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never even know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never quite know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never do know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never ever know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never actually know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never just know where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never know just where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never know exactly where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never know right where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never know quite where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never know precisely where you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never know where even you might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never know where you just might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never know where you ever might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never know where you even might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never know where you all might get stuck ."
mutation sentence,"Baghdadis do n't venture much out of their neighbourhoods any more , you never know where you simply might get stuck ."
