all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,60699,213001,728,5623,870,219287


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"


"pos from 形容 to 副词
"
mutation sentence,"You will find the people of Tulsa love their city and they have that wonderful southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they have that great southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they have that same southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they have that sweet southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they have that special southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they have that nice southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they have that strong southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they have that lovely southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they have that old southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they have that unique southern charm , so they are willing to help you find your way around ."
mutation sentence,"You will find the people of Tulsa love their city and they have that southern charm there , so they are willing to help you find your way around ."
