all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,570546,795696,6663,5883,2674,224904


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,Can not wait yet to go gain .
mutation sentence,Can not wait to have go gain .
mutation sentence,Can not wait to go gain speed .
mutation sentence,Can not wait to go gain attention .
mutation sentence,Can not wait to go gain time .
mutation sentence,Can not wait to go gain it .
mutation sentence,Can not wait to go gain weight .



"pos from 副词 to 其他
"


"pos from 助词 to 形容
"


"pos from 助词 to 介词
"
original sentence,"This with ruin your bond , and you probably wo n't have another chance to build one ."
wrong word,with
mutation sentence,"This with will ruin your bond , and you probably wo n't have another chance to build one ."
mutation sentence,"This with might ruin your bond , and you probably wo n't have another chance to build one ."
mutation sentence,"This with may ruin your bond , and you probably wo n't have another chance to build one ."
mutation sentence,"This with would ruin your bond , and you probably wo n't have another chance to build one ."
mutation sentence,"This with could ruin your bond , and you probably wo n't have another chance to build one ."
mutation sentence,"This with can ruin your bond , and you probably wo n't have another chance to build one ."

original sentence,IN MY OPINION SHOULD OF JUST TOOK OFF THE PRICE OF THE WINGS FROM THE BILL .
wrong word,OF
mutation sentence,IN MY OPINION SHOULD ONE OF JUST TOOK OFF THE PRICE OF THE WINGS FROM THE BILL .



"pos from 助词 to 副词
"
original sentence,"Wilson had been able to show that he 'd had more than 80 "" non-social contacts "" with the CIA since his retirement in 1971 , leaving the prosecution 's case in turmoil ."
wrong word,'d
mutation sentence,"Wilson had been able to show that he wasn 'd had more than 80 "" non-social contacts "" with the CIA since his retirement in 1971 , leaving the prosecution 's case in turmoil ."
mutation sentence,"Wilson had been able to show that he hasn 'd had more than 80 "" non-social contacts "" with the CIA since his retirement in 1971 , leaving the prosecution 's case in turmoil ."

original sentence,"[ edit - and she most be very new to modeling , because she does look unsure of her poses )"
wrong word,most
mutation sentence,"[ edit - and should she most be very new to modeling , because she does look unsure of her poses )"
mutation sentence,"[ edit - and may she most be very new to modeling , because she does look unsure of her poses )"
mutation sentence,"[ edit - and would she most be very new to modeling , because she does look unsure of her poses )"
mutation sentence,"[ edit - and will she most be very new to modeling , because she does look unsure of her poses )"
mutation sentence,"[ edit - and can she most be very new to modeling , because she does look unsure of her poses )"
mutation sentence,"[ edit - and she would most be very new to modeling , because she does look unsure of her poses )"
mutation sentence,"[ edit - and she must most be very new to modeling , because she does look unsure of her poses )"
mutation sentence,"[ edit - and she may most be very new to modeling , because she does look unsure of her poses )"
mutation sentence,"[ edit - and she will most be very new to modeling , because she does look unsure of her poses )"
